cell_type	cancer_type	taxa	rho	rho_p	tau	tau_p	rho_padj	tau_padj	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	stabsel_prob	stabsel_pass
CD8_T_cells	SARC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.205025908	0.000945431	0.137091666	0.001037919	0.027378212	0.027438016	0.753881574	0.698797926	6.33E-10	4.47E-07	0.502750563	0.969538981	0.909060919	0	0.76	TRUE
CD8_T_cells	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseovarius	0.182096765	0.003374375	0.125026393	0.002777877	0.063709587	0.053128903	0.753881574	0.698797926	1.37E-05	0.006421708	0.154385051	0.407661697	0.909060919	0	0.69	TRUE
CD8_T_cells_PD1_high	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	0.282246684	4.51E-06	0.19379845	3.53E-06	0.00165429	0.001264839	0.767397863	0.709811898	2.93E-05	0.010334364	0.078704996	0.217745771	0.873957392	0	0.9	TRUE
CD8_T_cells_PD1_high	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.356063097	5.10E-09	0.242059542	6.95E-09	1.92E-05	2.74E-05	0.767397863	0.709811898	7.38E-16	1.04E-12	0.242837906	0.398784983	0.873957392	0	1	TRUE
CD8_T_cells_PD1_high	SARC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.19661632	0.001531985	0.131300335	0.001681147	0.038185011	0.038633527	0.767397863	0.709811898	5.84E-10	4.12E-07	0.484806144	0.933569455	0.873957392	0	0.82	TRUE
CD8_T_cells_PD1_high	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseovarius	0.182056237	0.003381562	0.125267698	0.002725793	0.063752957	0.052524321	0.767397863	0.709811898	4.87E-06	0.002292399	0.162137735	0.405634064	0.873957392	0	0.61	TRUE
CD8_T_cells_PD1_low	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	0.285349183	3.51E-06	0.196754442	2.50E-06	0.001450201	0.001076384	0.723618124	0.671156749	5.88E-05	0.020733001	0.074621628	0.216775454	0.893524846	0	0.87	TRUE
CD8_T_cells_PD1_low	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.367348087	1.54E-09	0.24923838	2.46E-09	8.67E-06	1.26E-05	0.723618124	0.671156749	2.14E-14	3.02E-11	0.231104839	0.39054349	0.893524846	0	1	TRUE
CD8_T_cells_PD1_low	SARC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.205012632	0.000946166	0.136910687	0.001053967	0.027385437	0.027758226	0.723618124	0.671156749	6.68E-09	4.71E-06	0.449308798	0.908119688	0.893524846	0	0.71	TRUE
CD8_T_cells_PD1_low	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseovarius	0.188531655	0.002394147	0.127982385	0.0021983	0.051728073	0.046174942	0.723618124	0.671156749	8.21E-06	0.003859547	0.158756491	0.407704578	0.893524846	0	0.78	TRUE
Endothelium	SARC	k__Bacteria.p__Cyanobacteria.o__Prochlorales.f__Prochlorococcaceae.g__Prochlorococcus	-0.18979781	0.002234985	-0.129731849	0.0019098	0.049390192	0.04195761	0.22490307	0.196774552	7.35E-05	0.080348668	-0.673553776	-0.227911759	0.74049592	0	0.74	TRUE
Endothelium	SARC	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.306818615	5.72E-07	0.209603957	5.29E-07	0.000461171	0.000430052	0.22490307	0.196774552	0.000113889	0.080348668	0.054762385	0.167805839	0.74049592	0	0.91	TRUE
Fibroblasts	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Fodinicurvata	-0.336223176	3.76E-08	-0.224444243	7.85E-08	6.61E-05	0.000116627	0.709851554	0.66105386	0.000123563	0.040264995	-0.25015517	-0.081056122	0.710623335	0	0.95	TRUE
Lymphocytes	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	0.294875392	1.60E-06	0.198684885	1.99E-06	0.000919148	0.000953707	0.649826917	0.610413497	4.47E-05	0.015767967	0.077436111	0.220497499	0.899229438	0	0.9	TRUE
Lymphocytes	SARC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.30388871	7.39E-07	0.212197991	3.83E-07	0.000548737	0.000372298	0.649826917	0.610413497	0.000142696	0.040268837	0.031600001	0.098793285	0.899229438	0	0.87	TRUE
Lymphocytes	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.395844958	5.87E-11	0.272765662	6.72E-11	3.31E-06	3.79E-06	0.649826917	0.610413497	4.57E-14	6.45E-11	0.228561432	0.389017998	0.899229438	0	1	TRUE
Lymphocytes	SARC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.237477068	0.000122756	0.162006455	0.000106065	0.007433842	0.00617783	0.649826917	0.610413497	5.72E-11	4.03E-08	0.540787892	1.002528	0.899229438	0	0.83	TRUE
Lymphocytes	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseovarius	0.182692109	0.003270391	0.124966066	0.00279104	0.062527387	0.053290352	0.649826917	0.610413497	1.52E-05	0.007154658	0.151196617	0.40173408	0.899229438	0	0.61	TRUE
Macrophages	SARC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.311549925	3.76E-07	0.214550719	2.84E-07	0.000357451	0.000291498	0.552075079	0.532045916	5.24E-07	0.000246557	0.043311168	0.098843355	0.743172159	0	1	TRUE
Macrophages	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.335326666	4.10E-08	0.228667089	4.46E-08	6.81E-05	7.87E-05	0.552075079	0.532045916	6.67E-10	4.71E-07	0.142548587	0.275158628	0.743172159	0	0.99	TRUE
Macrophages	SARC	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.259645959	2.57E-05	0.177329352	2.21E-05	0.003148367	0.002484883	0.552075079	0.532045916	9.68E-13	1.37E-09	0.282111499	0.49580314	0.743172159	0	0.88	TRUE
Macrophages	SARC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae.g__Kytococcus	0.364557235	2.08E-09	0.25122915	1.84E-09	1.07E-05	1.15E-05	0.552075079	0.532045916	7.58E-07	0.000267255	0.108380089	0.250657522	0.743172159	0	0.97	TRUE
Macrophages_M1	SARC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.246915931	6.42E-05	0.167677133	6.02E-05	0.004908574	0.004338945	0.479967492	0.440801863	1.92E-05	0.009039802	0.035827424	0.096524494	0.81229237	0	0.9	TRUE
Macrophages_M1	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.240390202	0.00010076	0.163333635	9.30E-05	0.006527878	0.005659029	0.479967492	0.440801863	2.05E-06	0.002890401	0.103112262	0.248055965	0.81229237	0	0.84	TRUE
Macrophages_M1	SARC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae.g__Kytococcus	0.371971089	9.27E-10	0.253702531	1.27E-09	7.88E-06	1.06E-05	0.479967492	0.440801863	7.12E-06	0.005026106	0.100368641	0.25587887	0.81229237	0	0.96	TRUE
Macrophages_M2	SARC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.315507708	2.63E-07	0.217506711	1.95E-07	0.000285913	0.000230891	0.511078203	0.485029091	1.74E-06	0.000818926	0.044514054	0.106360064	0.827668328	0	0.94	TRUE
Macrophages_M2	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.34434767	1.69E-08	0.235363316	1.78E-08	4.10E-05	4.37E-05	0.511078203	0.485029091	2.48E-09	1.75E-06	0.15080274	0.298490096	0.827668328	0	1	TRUE
Macrophages_M2	SARC	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.280524238	5.18E-06	0.191988659	4.35E-06	0.001762068	0.001349807	0.511078203	0.485029091	2.77E-12	3.91E-09	0.305308683	0.543296344	0.827668328	0	0.96	TRUE
Macrophages_M2	SARC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae.g__Kytococcus	0.338445236	3.03E-08	0.230899164	3.30E-08	5.70E-05	6.41E-05	0.511078203	0.485029091	8.86E-06	0.00312542	0.100381854	0.258835752	0.827668328	0	0.9	TRUE
Monocytes	SARC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.270506848	1.05E-05	0.183696554	1.11E-05	0.002087162	0.001789893	0.439284101	0.38938989	6.06E-08	8.56E-05	0.049576443	0.105792491	0.109479606	0	0.82	TRUE
NK_cells	SARC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.264445748	1.80E-05	0.17702772	2.28E-05	0.002588869	0.002520794	0.833400571	0.771037148	1.74E-15	2.45E-12	0.07724413	0.127719332	0.675495893	0	0.95	TRUE
NK_cells	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.251046307	4.79E-05	0.166772238	6.60E-05	0.004193702	0.004535887	0.833400571	0.771037148	0.000132253	0.031101487	0.057262743	0.177796776	0.675495893	0	0.63	TRUE
Other	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	-0.347616474	1.21E-08	-0.237052454	1.41E-08	3.59E-05	4.19E-05	0.756194457	0.700200839	1.35E-11	1.90E-08	-0.295912617	-0.162941006	0.745198466	0	1	TRUE
Other	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Fodinicurvata	0.319501825	1.83E-07	0.211474075	4.19E-07	0.000219718	0.00038436	0.756194457	0.700200839	0.000351615	0.099225642	0.073012906	0.250339409	0.745198466	0	0.92	TRUE
Other	SARC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	-0.281343885	4.85E-06	-0.193738123	3.56E-06	0.001701184	0.001264839	0.756194457	0.700200839	8.70E-10	6.14E-07	-0.75702895	-0.390285267	0.745198466	0	0.84	TRUE
Plasma_B_cells	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	0.26618147	1.58E-05	0.182939704	1.20E-05	0.002441611	0.001881194	0.462313101	0.40179423	9.35E-05	0.065932567	0.122446503	0.3689675	1.549537154	0	0.85	TRUE
T_cells	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter	0.276693631	7.02E-06	0.185111453	9.46E-06	0.001969175	0.001648424	0.723615411	0.666521881	0.000186953	0.043964998	0.067996156	0.218069896	0.943306408	0	0.9	TRUE
T_cells	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.388120155	1.48E-10	0.265224867	2.20E-10	4.17E-06	4.19E-06	0.723615411	0.666521881	3.28E-15	4.62E-12	0.254199664	0.42252123	0.943306408	0	1	TRUE
T_cells	SARC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.240663418	9.89E-05	0.163393961	9.25E-05	0.006475475	0.005643562	0.723615411	0.666521881	1.51E-10	1.07E-07	0.549151561	1.033524497	0.943306408	0	0.93	TRUE
T_cells	SARC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseovarius	0.176660405	0.004471896	0.121768769	0.003575776	0.074691398	0.062269923	0.723615411	0.666521881	7.91E-06	0.003721657	0.168123786	0.430941688	0.943306408	0	0.68	TRUE
Tregs	SARC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.312188593	3.55E-07	0.21171538	4.07E-07	0.000352677	0.00038436	0.375076462	0.347132727	0.000254641	0.085994555	0.039131591	0.12949126	1.209258867	0	0.91	TRUE
Tregs	SARC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.339410924	2.75E-08	0.22981329	3.82E-08	5.39E-05	7.19E-05	0.375076462	0.347132727	4.78E-08	6.74E-05	0.192635758	0.408413309	1.209258867	0	1	TRUE
Tregs	SARC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.246361814	6.67E-05	0.162851024	9.76E-05	0.004994301	0.005841258	0.375076462	0.347132727	2.88E-06	0.002029986	0.430769226	1.051704548	1.209258867	0	0.73	TRUE
Tregs	SARC	k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas	0.188522571	0.002395325	0.126353573	0.002502275	0.051728073	0.049921678	0.375076462	0.347132727	1.81E-05	0.008525168	0.150928766	0.405191462	1.209258867	0	0.67	TRUE
CD4_T_cells	SKCM	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.506183171	8.90E-08	0.35468841	1.29E-07	0.00027921	0.000429768	0.344107709	0.317060604	5.94E-06	0.004187366	0.080383613	0.20305109	0.976590068	0	0.94	TRUE
CD4_T_cells	SKCM	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.550502966	3.32E-09	0.36788973	4.34E-08	1.25E-05	0.000163474	0.344107709	0.317060604	1.26E-06	0.001773698	0.164068638	0.386880194	0.976590068	0	0.96	TRUE
CD8_T_cells	SKCM	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.640465703	0	0.450980392	1.90E-11	0	3.57E-07	0.544188712	0.510245318	1.60E-15	2.26E-12	0.355444819	0.587312784	1.016284596	0	1	TRUE
CD8_T_cells_PD1_high	SKCM	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.62068634	0	0.433119783	1.14E-10	0	9.15E-07	0.902198492	0.86829397	4.40E-22	6.21E-19	0.31919541	0.481662857	0.712099937	0	1	TRUE
CD8_T_cells_PD1_low	SKCM	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.65305257	0	0.466511357	3.78E-12	0	1.07E-07	0.543124909	0.519329331	3.05E-15	4.30E-12	0.322836564	0.536276165	0.935512494	0	1	TRUE
Lymphocytes	SKCM	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.453890563	2.17E-06	0.315860998	2.58E-06	0.00408768	0.004705331	0.537124834	0.497307615	4.97E-05	0.035074751	0.063484513	0.182156666	0.944782182	0	0.76	TRUE
Lymphocytes	SKCM	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.624214734	0	0.433896331	1.05E-10	0	9.15E-07	0.537124834	0.497307615	4.75E-14	6.70E-11	0.30676867	0.522323174	0.944782182	0	1	TRUE
NK_cells	SKCM	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.470537345	8.30E-07	0.316249272	2.51E-06	0.001950748	0.004705331	0.547056012	0.480143832	2.28E-06	0.003211779	0.01967916	0.047555559	0.122183133	0	0.83	TRUE
Neutrophils	SKCM	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Mannheimia	0.510084761	6.86E-08	0.351970491	1.61E-07	0.000227856	0.000479208	0.321214687	0.300435545	3.11E-07	0.000438618	0.480443973	1.077034862	1.287682619	0	0.89	TRUE
Other	SKCM	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	-0.488416803	2.79E-07	-0.344205009	3.00E-07	0.00077226	0.000846398	0.486095876	0.464903953	1.34E-06	0.000947892	-0.133978361	-0.056667444	0.61549382	0	0.88	TRUE
Other	SKCM	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	-0.568506822	4.56E-10	-0.386138614	9.03E-09	1.98E-06	4.25E-05	0.486095876	0.464903953	1.29E-10	1.83E-07	-0.300482692	-0.160056181	0.61549382	0	1	TRUE
T_cells	SKCM	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.47102363	8.06E-07	0.334109882	6.59E-07	0.001950748	0.001741202	0.51686182	0.48634783	2.76E-05	0.019478045	0.069651778	0.191956274	0.973700276	0	0.72	TRUE
T_cells	SKCM	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.640657955	0	0.446709377	2.93E-11	0	3.87E-07	0.51686182	0.48634783	8.82E-15	1.24E-11	0.328434326	0.550586568	0.973700276	0	1	TRUE
Tregs	SKCM	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.504011852	1.03E-07	0.352747039	1.52E-07	0.00030529	0.000475076	0.271870904	0.257161226	5.13E-06	0.003621142	0.082967122	0.20808624	0.996108273	0	0.88	TRUE
Tregs	SKCM	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.560861969	1.21E-09	0.376820035	2.03E-08	4.88E-06	8.19E-05	0.271870904	0.257161226	4.74E-07	0.000668475	0.178376031	0.405640716	0.996108273	0	0.99	TRUE
B_cells	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.317692397	6.51E-11	0.213903743	1.10E-10	1.69E-08	2.52E-08	0.700438462	0.673132584	1.52E-08	7.15E-06	0.064513863	0.132873359	0.792404352	0	0.99	TRUE
B_cells	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	0.549926127	0	0.387291034	1.54E-31	0	2.90E-27	0.700438462	0.673132584	4.08E-32	5.76E-29	0.365789236	0.51156298	0.792404352	0	1	TRUE
B_cells	STAD	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.187030434	0.000148584	0.122826035	0.000211237	0.003565518	0.004628193	0.700438462	0.673132584	2.83E-05	0.005694997	0.078908152	0.217791903	0.792404352	0	0.74	TRUE
B_cells	STAD	k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.f__Vulgatibacteraceae.g__Vulgatibacter	-0.190230756	0.000113736	-0.128125452	0.000111061	0.002920495	0.002780951	0.700438462	0.673132584	6.43E-06	0.001813621	-0.219452978	-0.086531822	0.792404352	0	0.64	TRUE
B_cells	STAD	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae.g__Succinimonas	-0.134905443	0.006385909	-0.091776268	0.005632508	0.059322561	0.054156521	0.700438462	0.673132584	0.001039174	0.084068444	-0.312349634	-0.078672823	0.792404352	0	0.7	TRUE
B_cells	STAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.327654511	1.51E-11	0.223948547	1.42E-11	4.77E-09	4.28E-09	0.700438462	0.673132584	6.81E-29	4.81E-26	0.514567441	0.733946494	0.792404352	0	1	TRUE
CD4_T_cells	STAD	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Salsuginibacillus	0.25108459	3.04E-07	0.168521463	3.70E-07	2.24E-05	2.58E-05	0.695759208	0.632563791	7.90E-08	3.72E-05	0.079054192	0.169945759	0.59435071	0	0.81	TRUE
CD4_T_cells	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.41845759	0	0.286698463	5.19E-18	0	1.54E-14	0.695759208	0.632563791	2.31E-15	3.26E-12	0.07800183	0.129275545	0.59435071	0	1	TRUE
CD4_T_cells	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	0.269949408	3.45E-08	0.181914535	4.07E-08	3.57E-06	3.96E-06	0.695759208	0.632563791	0.000191002	0.038500458	0.049389406	0.158728443	0.59435071	0	0.91	TRUE
CD4_T_cells	STAD	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.296445492	1.22E-09	0.198848581	1.99E-09	2.18E-07	2.96E-07	0.695759208	0.632563791	1.59E-13	1.12E-10	0.227496005	0.39204343	0.59435071	0	0.97	TRUE
CD8_T_cells	STAD	k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus	0.219605947	7.98E-06	0.148407766	7.57E-06	0.000340538	0.000316536	0.463114159	0.420391148	1.25E-06	0.000571938	0.024710897	0.058256858	0.730797789	0	0.97	TRUE
CD8_T_cells	STAD	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Salsuginibacillus	0.250187199	3.35E-07	0.16813605	3.93E-07	2.42E-05	2.71E-05	0.463114159	0.420391148	3.95E-09	5.57E-06	0.111943424	0.22370127	0.730797789	0	0.99	TRUE
CD8_T_cells	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.342519677	1.54E-12	0.235968589	1.09E-12	6.43E-10	4.59E-10	0.463114159	0.420391148	0.000477489	0.061248879	0.024657282	0.087702074	0.730797789	0	0.93	TRUE
CD8_T_cells	STAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.287338363	4.00E-09	0.195235342	3.87E-09	5.54E-07	5.25E-07	0.463114159	0.420391148	1.58E-08	1.12E-05	0.115737404	0.238611334	0.730797789	0	0.89	TRUE
CD8_T_cells	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	0.307522145	2.73E-10	0.204798381	6.48E-10	5.79E-08	1.21E-07	0.463114159	0.420391148	3.47E-06	0.000978067	0.091953404	0.226393768	0.730797789	0	1	TRUE
CD8_T_cells	STAD	k__Bacteria.p__Acidobacteria.c__Holophagae.o__Holophagales.f__Holophagaceae.g__Holophaga	-0.159462216	0.001245534	-0.106879607	0.001263713	0.018367848	0.018492088	0.463114159	0.420391148	2.69E-05	0.006316728	-0.299899006	-0.109012246	0.730797789	0	0.87	TRUE
CD8_T_cells_PD1_high	STAD	k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus	0.224034417	5.17E-06	0.152261888	4.36E-06	0.000239502	0.000202231	0.510214513	0.464132545	8.01E-07	0.000282462	0.024427897	0.056612245	0.701135077	0	1	TRUE
CD8_T_cells_PD1_high	STAD	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Salsuginibacillus	0.257527993	1.47E-07	0.17492894	1.31E-07	1.21E-05	1.04E-05	0.510214513	0.464132545	8.59E-10	8.12E-07	0.114160509	0.221382161	0.701135077	0	0.98	TRUE
CD8_T_cells_PD1_high	STAD	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.366021278	2.85E-14	0.252107723	2.84E-14	2.30E-11	2.38E-11	0.510214513	0.464132545	8.34E-05	0.014716478	0.030464725	0.090950562	0.701135077	0	0.97	TRUE
CD8_T_cells_PD1_high	STAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.311500948	1.57E-10	0.211278123	1.85E-10	3.58E-08	4.02E-08	0.510214513	0.464132545	1.15E-09	8.12E-07	0.124114553	0.242001092	0.701135077	0	0.98	TRUE
CD8_T_cells_PD1_high	STAD	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Anaplasma	0.329135498	1.21E-11	0.221756516	2.23E-11	3.91E-09	6.50E-09	0.510214513	0.464132545	9.10E-08	4.28E-05	0.111344253	0.240327751	0.701135077	0	1	TRUE
CD8_T_cells_PD1_high	STAD	k__Bacteria.p__Acidobacteria.c__Holophagae.o__Holophagales.f__Holophagaceae.g__Holophaga	-0.135881282	0.006011626	-0.090885003	0.006114951	0.056922455	0.057282629	0.510214513	0.464132545	6.48E-05	0.013182028	-0.278194811	-0.095056048	0.701135077	0	0.72	TRUE
CD8_T_cells_PD1_low	STAD	k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus	0.21022089	1.94E-05	0.142241172	1.78E-05	0.000709165	0.000642519	0.42882562	0.383374077	1.49E-05	0.004552208	0.019830081	0.052634589	0.71464527	0	0.96	TRUE
CD8_T_cells_PD1_low	STAD	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Salsuginibacillus	0.233650757	1.96E-06	0.155947391	2.55E-06	0.000105473	0.000128751	0.42882562	0.383374077	1.31E-07	0.000184615	0.092497635	0.201785345	0.71464527	0	0.96	TRUE
CD8_T_cells_PD1_low	STAD	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.253138924	2.42E-07	0.172351496	2.00E-07	1.85E-05	1.52E-05	0.42882562	0.383374077	6.40E-07	0.000451331	0.092537406	0.212695504	0.71464527	0	0.82	TRUE
